Title,Original Title,Subtitle,Series,Volume,Author,"Author (Last, First)",Illustrator,Narrator,Translator,Photographer,Editor,Publisher,Place of Publication,Date Published,Year Published,Original Date Published,Original Year Published,Edition,Genre,Summary,Guided Reading Level,Lexile Measure,Lexile Code,Grade Level Equivalent,Developmental Reading Assessment,Interest Level,AR Level,AR Points,AR Quiz Number,Word Count,Number of Pages,Format,Audio Runtime,Dimensions,Weight,List Price,Language,Original Language,DDC,LCC,LCCN,OCLC,ISBN,ISSN,Favorites,Rating,Physical Location,Status,Status Incompleted Reason,Status Hidden,Date Started,Date Finished,Current Page,Loaned To,Date Loaned,Borrowed From,Date Borrowed,Returned from Borrow,Not Owned Reason,Quantity,Condition,Recommended By,Date Added,User Supplied ID,User Supplied Descriptor,Tags,Purchase Date,Purchase Place,Purchase Price,Notes,Google VolumeID,Category,Wish List,Previously Owned,Up Next,Position,Uploaded Image URL,Activities
Il bambino segreto,,,Le investigatrici,1,Camilla Läckberg,"Läckberg, Camilla",,,Laura Cangemi,,,Oggi,,,,,,,Crime,"L'estate sta per finire a Fjällbacka, la cittadina sulla costa occidentale della Svezia lentamente si svuota della folla di turisti, e per Erica è arrivato il momento di affrontare una scoperta inquietante: nella soffitta di casa, in un baule dove la madre Elsy conservava i suoi oggetti più cari, ha trovato alcuni diari e una medaglia dell'epoca nazista avvolta in una camicina da neonato macchiata di sangue. Pur spaventata dal rischio di rivelazioni che forse sarebbe meglio continuare a ignorare, decide finalmente di interpellare uno storico esperto della Seconda guerra mondiale, da cui ottiene però solo risposte molto vaghe. Due giorni dopo, il vecchio professore viene assassinato.
Mentre Patrick cerca maldestramente di conciliare il suo congedo di paternità con il desiderio di partecipare alle in-
dagini, Erica si immerge nelle pagine del diario di Elsy e nel drammatico passato di cui raccontano, cercando di capire chi è ancora disposto a tutto pur di mantenere il segreto su eventi tanto lontani.",,,,,,,,,,,495,,,,,,,,,,,,,,0,0.000000,Sez. 1 Scaf. 7 Fila Post.,Unread,,0,,,,,,,,0,,,,,2024/10/30 22:50:33.000164985,,,,,,,,,Personale,0,0,0,,https://s3.amazonaws.com/kimicoapps-bookbuddy/D240D12B-A3D0-45E9-BF1C-6F0573968812,
Il Lupo Rosso,,,Le investigatrici,12,Liza Marklund,"Marklund, Liza",,,Laura Cangemi,,,Oggi,,,,,,,Crime,"Annika Bengton, reporter di punta della Stampa della sera di Stoccolma, parte per Lulea, non lontano dal circolo polare artico, per incontrare un collega giornalista che le ha promesso informazioni su un vecchio attentato terroristico rimasto irrisolto su cui lei sta indagando. Ma quando arriva, viene a sapere che qualcuno lo ha ucciso. Le ricerche di Annika - trentacinque anni, un matrimonio in difficoltà e due bambini da accudire - conducono a un uomo che è tornato nel profondo Nord della Svezia per ritrovare le sue radici e riunirsi al gruppo di cui un tempo aveva assunto il comando.",,,,,,,,,,,494,,,,,,,,,,,,,,0,0.000000,Sez. 1 Scaf. 7 Fila Post.,Unread,,0,,,,,,,,0,,,,,2024/10/30 23:40:55.313279032,,,,,,,,,Personale,0,0,0,,https://s3.amazonaws.com/kimicoapps-bookbuddy/235DBDF5-340D-41CC-933A-13E197B19263,
Il sangue versato,,,Le investigatrici,13,Åsa Larsson,"Larsson, Åsa",,,Katia De Marco,,,Oggi,,,,,,,Crime,"Notte di solstizio a Jukkasjärvi, nei pressi di Kiruna, luogo solitario e primitivo dove per mesi non compare mai il sole.
Nella chiesa viene ritrovato il corpo del pastore Mildred Nils-son, donna che con le sue posizioni inflessibili aveva diviso le anime del paese, attirando odio e venerazione. Rebecka Martinsson, tornata a casa per tutt'altre ragioni, indaga con l'ispettrice di polizia Anna-Maria Mella, rientrata in anticipo
dalla sua quarta maternità.",,,,,,,,,,,397,,,,,,,,,,,,,,0,0.000000,Sez. 1 Scaf. 7 Fila Post.,Unread,,0,,,,,,,,0,,,,,2024/10/30 23:44:04.736870050,,,,,,,,,Personale,0,0,0,,https://s3.amazonaws.com/kimicoapps-bookbuddy/C0CE5AF8-31DF-43D0-8CAD-1010103068D4,
Il sogno di volare,,,Le investigatrici,5,Carlo Lucarelli,"Lucarelli, Carlo",,,,,,Oggi,,,,,,,Crime,"In una Bologna che non è più la stessa, un assassino fa giustizia da sé di fronte all'ingiustizia che vede. A combatterlo c'è solo lei. Grazia Negro. Anche lei non è più la stessa. E di assassini seriali non vorrebbe più sentir parlare. Il romanzo della rabbia di oggi. Assoluta e senza rimedio. Il romanzo dei sentimenti, delle solitudini, dell'incertezza di oggi.",,,,,,,,,,,271,,,,,,,,,,,,,,0,0.000000,Sez. 1 Scaf. 7 Fila Post.,Unread,,0,,,,,,,,0,,,,,2024/10/30 23:01:33.934126973,,,,,,,,,Personale,0,0,0,,https://s3.amazonaws.com/kimicoapps-bookbuddy/4E0C6ED8-32B7-4F98-A798-0F4AB1C80F9D,
L'anima del male,,,Le investigatrici,20,Linda Castillo,"Castillo, Linda",,,,,,Oggi,,,,,,,Crime,"Sono molti i segreti sussurrati di bocca in bocca a Painters
Mill. Nelle case degli amish, in cui il tempo sembra essersi fermato e l'unica luce è quella delle lanterne a olio, ci sono cose che non devono eesere dette ad alta voce. Mai. Lo sa bene Kate Burkholder, capo della polizia della piccola cittadina sprofondata nelle campagne dell'Ohio, un tempo amish lei stessa, prima che ogni cosa cambiasse nella sua vita. Ma il passato, per il comandante Burkholder, non è che un capitolo chiuso: Kate non crede nelle ferite aperte. Soprattutto adesso che la sua vita sembra finalmente sul binario giusto.
È per questo che, sfidando il silenzio e la nota ritrosia della comunità amish, è decisa a venire a capo della morte di Daniel Gingerich, diciotto anni, bruciato vivo nel rogo di un fienile.
Daniel era un ragazzo devoto al culto amish e gran lavoratore: la sua morte appare come un crudele scherzo del destino. Ma il comandante Burkholder ha il sospetto che non ci sia nulla di accidentale nella sua auroce fine. Decide così di indagare. scavando tra le bugie, i legami, il passato di quelli che lo cono-scevano, arrivando a scoprire i tremendi lati oscuri della vita del giovane Daniel. E di chi, nonostante tutto, ne sta proteg
gendo il ricordo.",,,,,,,,,,,317,,,,,,,,,,,,,,0,0.000000,Sez. 1 Scaf. 7 Fila Post.,Unread,,0,,,,,,,,0,,,,,2024/10/31 15:26:16.511018037,,,,,,,,,Personale,0,0,0,,https://s3.amazonaws.com/kimicoapps-bookbuddy/03B7B17E-193D-43D0-81F0-BBFBB1DDDC2A,
L'inganno,,,Le investigatrici,16,Charlotte Link,"Link, Charlotte",,,Alessandra Petrelli,,,Oggi,,,,,,,Crime,"Quando Jonas e Stella Crane ricevono la visita della madre biologica del loro bambino, Sammy, capiscono che stanno per precipitare in un incubo. Il nuovo compagno di Terry è un uomo violento, un manipolatore e di sicuro non è mosso dall'impulso di appagare il desiderio della giovane donna di rivedere il figlio dato in adozione appena nato. Dentro un incubo, invece, si trova già Kate Linville, poliziotta di Scotland Yard, da quando il padre, ispettore di polizia in pensione, è stato trovato brutalmente assassinato a casa sua nello Yorkshire. Kate non si fida degli agenti che si occupano del caso, sa che suo padre nel corso di un'integerrima carriera si è fatto molti nemici fra i delinquenti che ha contribuito ad arrestare, ma tutte le indagini in quella direzione sembrano portare a un punto morto. E nel frattempo una donna viene uccisa nello stesso identico modo. Una donna apparentemente estranea alla vita di Richard Linville...
Famiglie che sembrano sconosciute l'una all'altra, persone che nulla hanno in comune se non il disperato bisogno di nascondere i lati oscuri della propria vita, finché un assassino che da anni cova un odio feroce non tenterà di unire il loro destino in un mortale disegno di vendetta.",,,,,,,,,,,429,,,,,,,,,,,,,,0,0.000000,Sez. 1 Scaf. 7 Fila Post.,Unread,,0,,,,,,,,0,,,,,2024/10/30 23:55:08.506971001,,,,,,,,,Personale,0,0,0,,https://s3.amazonaws.com/kimicoapps-bookbuddy/47DAB550-3AF6-4BCB-B2C1-0E2271DFBE1E,
L'ombra del lago,,,Le investigatrici,26,Sarah Bailey,"Bailey, Sarah",,,Annalisa Carena,,,Oggi,,,,,,,Crime,"La vita privata di Gemma Woodstock, detective della sezione Omicidi, è come Sonny Lake, il lago che costeggia la sua piccola cittadina immersa nello sperduto e inospitale outback australiano: apparentemente calmo, ma in realtà, sotto la su-perficie, in perenne e segreto tumulto. E sono proprio le acque del lago a restituire, un giorno, un corpo: una donna, ancora giovane e, in vita, probabilmente molto bella, con segni di strangolamento intorno al collo. È evidente che si tratti di un omicidio, ma per Gemma in ballo c'è molto di più. La donna. infatti, è una sua vecchia compagna di scuola, e non una qua-lunque: Rosalind, la cui bellezza e imperscrutabilità avevano stregato l'intero liceo. Rosalind che era tornata, anni dopo, a insegnare teatro in quella stessa piccola scuola di provincia. E adesso, di fronte al suo cadavere gonfio d'acqua dolce, e alle mille domande che affollano la sua mente. Gemma deve affrontare uno dei casi più diflicili della sua carriera, in cui alla mancanza di indizi si affianca il mistero che caratterizza la vita privata di Rosalind. Ma la bartaglia che la spaventa di più è quella con i demoni del suo stesso passato, che la morte di Rosalind ha fatto rialliorare in superficie, più porenti che mai.",,,,,,,,,,,460,,,,,,,,,,,,,,0,0.000000,Sez. 1 Scaf. 7 Fila Post.,Unread,,0,,,,,,,,0,,,,,2024/10/31 16:00:14.144358038,,,,,,,,,Personale,0,0,0,,https://s3.amazonaws.com/kimicoapps-bookbuddy/C140C25B-D14B-4D2B-A663-09FF9E2B775C,
L'ospite inatteso,,,Le investigatrici,18,Patricia Gibney,"Gibney, Patricia",,,Laura Decè,,,Oggi,,,,,,,Crime,"La buca non era profonda. Un sacchetto di farina avvolgeva il piccolo corpo. Tre faccine guardavano dalla finestra, gli occhi neri di terrore. Uno dei bambini disse: «Chi sarà il pros-simo?». La detective Lottie Parker cerca un collegamento tra la morte di una donna assassinata in una cattedrale e quella di un uomo impiccato a un albero del suo giardino. Le vittime hanno infatti un passato oscuro in comune. Ma nel corso delle indagini Lottie vede man mano riaffiorare antichi dolori che ben conosce, e quello strano caso sembra iniziare a riguardarla personalmente. Solo muovendosi in fretta potrà fermare l'allungarsi della scia di sangue, ma andare fino in fondo potrebbe farle correre un pericolo terribile che la riguarda molto da vicino...",,,,,,,,,,,475,,,,,,,,,,,,,,0,0.000000,Sez. 1 Scaf. 7 Fila Post.,Unread,,0,,,,,,,,0,,,,,2024/10/31 00:04:07.764780044,,,,,,,,,Personale,0,0,0,,https://s3.amazonaws.com/kimicoapps-bookbuddy/922865A2-0065-47B9-BE6D-29F484731DEC,
L'uomo del porto,,,Le investigatrici,4,Cristina Cassar Scalia,"Scalia, Cristina Cassar",,,,,,Oggi,,,,,,,Crime,"Vincenzo La Barbera, professore di filosofia presso il liceo classico, era un tipo solitario, che usava come casa una vecchia barca a vela ormeggiata nel porto ed era amatissimo dagli studenti. Niente debiti, né legami con la malavita. Eppure qualcuno lo ha ucciso, lasciando il suo corpo nel letto dell'Amenano, un corso d'acqua che secoli fa un'eruzione dell'Etna ha ricoperto di lava e che ora scorre sotto il centro storico della città. Vanina Guarrasi - la cui esistenza si è complicata, casomai ce ne fosse bisogno, per via di una minaccia di morte giunta dalla mafia palermitana - prende in mano l'indagine. Di indizi, nemmeno l'ombra. Il mistero è assai complesso, e forse ha le sue radici nel passato ribelle della vittima. Per risolverlo, però, Vanina potrà contare ancora una volta sull'aiuto dell'impareggiabile commissario in pensione Biagio Patanè.",,,,,,,,,,,301,,,,,,,,,,,,,,0,0.000000,Sez. 1 Scaf. 7 Fila Post.,Unread,,0,,,,,,,,0,,,,,2024/10/30 22:59:03.412996053,,,,,,,,,Personale,0,0,0,,https://s3.amazonaws.com/kimicoapps-bookbuddy/D185EDFE-9175-4F84-8E75-F1CCDBD676FE,
La donna di ghiaccio,,,Le investigatrici,7,Robert Bryndza,"Bryndza, Robert",,,Sandro Ristori,,,Oggi,,,,,,,Crime,"Quando un ragazzo scopre il cadavere di una donna sotto una spessa lastra di ghiaccio in un parco di Londra, la detective Erika Foster viene subito incaricata dell'indagine sull'o-micidio. La vittima, giovane, ricca e molto conosciuta negli ambienti della Londra bene, sembrava condurre una vita per-
fetta. Ma quando Erika comincia a scavare più a fondo tra le pieghe nascoste della sua esistenza, trova degli strani punti di collegamento tra quell'omicidio e l'uccisione di tre prostitu-te, assassinate secondo un macabro e preciso rituale. Ma chi era veramente la ragazza nel ghiaccio? Quali segreti nascon-deva? Il ritratto che ne dà la famiglia corrisponde alla verità?
Erika ha l'impressione che tutti gli elementi a cui si aggrappa nel corso delle ricerche le scivolino via dalle dita, ma è cocciu-ta, determinata e disposta a qualunque cosa pur di arrivare a capire che cosa si cela dietro quella morte violenta...",,,,,,,,,,,367,,,,,,,,,,,,,,0,0.000000,Sez. 1 Scaf. 7 Fila Post.,Unread,,0,,,,,,,,0,,,,,2024/10/30 23:08:12.692772984,,,,,,,,,Personale,0,0,0,,https://s3.amazonaws.com/kimicoapps-bookbuddy/E46B53D9-957E-45B2-8B88-481E3F3CC778,
La sposa nel lago,,,Le investigatrici,32,Cocco & Magella,"Magella, Cocco &",,,,,,Oggi,,,,,,,Crime,"Alle prime luci dell'alba di una gelida giornata d'inverno, nella cornice dell'abbazia di Piona, sul ramo orientale del lago di Como, il monaco Bassano rinviene il cadavere di una giovane donna avvolto in un lenzuolo bianco. Si tratta di Ginevra Bas-si, una studentessa diciannovenne. La ragazza è stata uccisa in circostanze misteriose, e il corpo presenta numerose ferite inflitte post-mortem. Le prime indagini mettono in luce la doppia personalità della ragazza, le sue ambigue relazioni e il complicato rapporto che la legava a un uomo di vent'anni più anziano, Sergio Tagliaferri, pilota di linea per una nota compagnia di voli low cost. Chi ha ucciso Ginevra? Per quale moti-vo? Qualche settimana più tardi, a Como, nell'area industriale abbandonata dell'ex Ticosa, viene ritrovato il corpo senza vita del ""Professore""
"", un anziano clochard ucciso - apparente-
mente senza movente - nell'ambiente che gravita intorno al mondo dei senzatetto della fabbrica dismessa. I due delitti segnano l'inizio di una nuova indagine del commissario Stefania Valenti, che dovrà far luce su un'intricata vicenda di passioni ed eredità contese, promesse tradite e miserie umane, in cui la soluzione del caso, come il diavolo, si annida nei dettagli.",,,,,,,,,,,207,,,,,,,,,,,,,,0,0.000000,Sez. 1 Scaf. 7 Fila Post.,Unread,,0,,,,,,,,0,,,,,2024/10/31 17:31:26.508635044,,,,,,,,,Personale,0,0,0,,https://s3.amazonaws.com/kimicoapps-bookbuddy/ECA0A7E9-40D6-4FDD-8976-80B2E4B2C9AE,
La tua ultima bugia,,,Le investigatrici,22,Rachel Abbott,"Abbott, Rachel",,,Elena Cantoni,,,Oggi,,,,,,,Crime,"A Evie la casa di Marcus North appare come un luogo magnifico e spaventoso. Per Marcus, invece, quella casa, affacciata sulla scogliera, è legata per sempre al ricordo della prima moglie Mia, e di ciò che accadde al piano di sotto, dove lui non mette più piede. Ma adesso c'è Evie, un nuovo, luminoso amore che cancellerà il buio del passato. Almeno così la vede lui. Mentre Cleo, la sorella di Mark, la pensa diversamente.
Non le piace Evie, come del resto non le piaceva Mia. E quando Mark comincia ad allontanarsi, sarà Cleo a cercare di capire che cosa c'è davvero tra il fratello e la sua nuova donna, finché pian piano le verità che ciascuno nasconde verranno a galla. E, come avrà modo di scoprire la detective King, l'ultima bugia sarà la più terribile.",,,,,,,,,,,364,,,,,,,,,,,,,,0,0.000000,Sez. 1 Scaf. 7 Fila Post.,Unread,,0,,,,,,,,0,,,,,2024/10/31 15:36:14.567929983,,,,,,,,,Personale,0,0,0,,https://s3.amazonaws.com/kimicoapps-bookbuddy/ADE59319-51E6-487E-AE31-15A04779100A,
Le parole di Sara,,,Le investigatrici,2,Maurizio De Giovanni,"Giovanni, Maurizio De",,,,,,Oggi,,,,,,,Crime,"Due donne si parlano con gli occhi. Conoscono il linguaggio del corpo e per loro la verità è scritta sulle facce degli altri. Entrambe hanno imparato a non sottovalutare le conseguenze dell'amore. Sara Morozzi l'ha capito molto presto, Teresa Pan-
dolfi troppo tardi. Diverse come il giorno e la notte, sono cresciute insieme: colleghe, amiche, avversarie leali presso una delle più segrete unità dei Servizi. Per amore, Sara ha rinunciato a tutto, abbandonando un marito e un figlio che ha rivisto soltanto sul tavolo di un obitorio. Per non privarsi di nulla, Teresa ha rinunciato all'amore. Trent'anni dopo, Sara prova a uscire dalla solitudine in cui è sprofondata dalla scomparsa del suo compagno, mentre Teresa ha conquistato i vertici dell'u-nità. Ma questa volta ha commesso un errore: si è fatta ammaliare dagli occhi di Sergio, un giovane e fascinoso ricercatore.
Così, quando il ragazzo sparisce senza lasciare traccia, non le resta che chiedere aiuto all'amica di un tempo. E Sara, la donna invisibile, torna sul campo. Insieme a lei ci sono il goffo ispettore Davide Pardo e Viola, ultima compagna del figlio, che da poco l'ha resa nonna, regalandole una nuova speranza.",,,,,,,,,,,350,,,,,,,,,,,,,,0,0.000000,Sez. 1 Scaf. 7 Fila Post.,Unread,,0,,,,,,,,0,,,,,2024/10/30 22:51:39.204913973,,,,,,,,,Personale,0,0,0,,https://s3.amazonaws.com/kimicoapps-bookbuddy/DD0ED092-F3B2-4B60-BB46-92F3ABD22EC2,
Le ragazze del Dakota,,,Le investigatrici,34,Gwen Florio,"Florio, Gwen",,,Fabio Zucchella,,,Oggi,,,,,,,Crime,"Per chi è stato reporter a Baltimora, o corrispondente in Afgha-nistan, è difficile calarsi nella realtà di una cittadina sperduta del Montana. Ma Lola Wicks è una giornalista volitiva e ficcanaso, e non ama i compromessi, anche se la sua relazione con Char-lie Laurendeau, lo sceriffo di origini native, potrebbe causare qualche problema di deontologia professionale. Proprio per questo, quando viene ritrovato il cadavere di Judith, una ragazza indiana scomparsa da alcuni mesi, il buonsenso consiglierebbe a Lola di non intromettersi nella vicenda. Ma il suo istinto le impone di seguire la storia. Le circostanze e gli indizi la portano in North Dakota, in una delle tante boomtown sorte dopo la scoperta di nuovi giacimenti di petrolio. Lì Judith si guadagnava da vivere come spogliarellista in uno dei locali malfamati della cit-tà. Possibile che una ragazza intelligente come lei avesse scelto di vivere così? E perché Judith è morta a poche miglia da casa, sola e assiderata? Che fine hanno fatto, poi, le ragazze sparite dalla riserva indiana? Lola Wicks è costretta a misurarsi con i pericoli della ""nuova frontiera"" attraversando lande solitarie e selvagge. All'orizzonte, la promessa di un'estate che rinverdirà le praterie sconfinate di quella parte d'America che sta vivendo un nuovo boom petrolifero. Ma qual è lo scotto da pagare per questo improvviso benessere?",,,,,,,,,,,301,,,,,,,,,,,,,,0,0.000000,Sez. 1 Scaf. 7 Fila Post.,Unread,,0,,,,,,,,0,,,,,2024/10/31 17:40:09.656378030,,,,,,,,,Personale,0,0,0,,https://s3.amazonaws.com/kimicoapps-bookbuddy/B33B35DE-FD56-45A0-BC2C-239CF76C42EB,
Lei è scomparsa,,,Le investigatrici,23,Susie Steiner,"Steiner, Susie",,,Cristina Ingiardi,,,Oggi,,,,,,,Crime,"Edich Hind, ventenne, figlia di un noto chirurgo, è scomparsa da casa sua lasciando la porta aperta, il passaporto, le chiavi della macchina, il telefono, e una flebile scia di sangue. Manon Bradshaw, trentanove anni - la più tormentata, sfaccettara e irresistibile delle poliziotte in circolazione -, si presenta sulla secna del crimine a mettere insieme gli insoliti deragli del caso, e capisce subito che c'è qualcosa di strano. Si prepara così a indagare, sapendo che ogni secondo è maledertamente imporante. Settantadue ore: tanto dura la speranza in questi casi. Dopo, da una persona scomparsa si passa a cercare una persona morta.",,,,,,,,,,,446,,,,,,,,,,,,,,0,0.000000,Sez. 1 Scaf. 7 Fila Post.,Unread,,0,,,,,,,,0,,,,,2024/10/31 15:43:26.431825995,,,,,,,,,Personale,0,0,0,,https://s3.amazonaws.com/kimicoapps-bookbuddy/CA312C9A-EA42-4051-AA42-E5B5CCB5B207,
Lo stupore della notte,,,Le investigatrici,21,Piergiorgio Pulixi,"Pulixi, Piergiorgio",,,,,,Oggi,,,,,,,Crime,"Se la incontri non la dimentichi, Rosa Lopez. La ricordano ancora in Calabria, dove si è fatta le ossa nella guerra alle cosche.
E non la dimenticano a Milano. Lettere minatorie e proiettili nella cassetta della posta sono il premio per una carriera che l'ha condotta ai vertici dell'Antiterrorismo. Ma dietro la scorza da superpoliziotta, Rosa è tormentata: il suo compagno è in coma, vittima di un attentato. E non c'è solo il senso di col-pa, ma anche le frequentazioni con quelli del Lovers Hotel, il luogo in cui niente è proibito e quando qualcuno deve cantare si attacca la musica della tortura. Il commissario, però, non può cedere alla donna. Una minaccia incombe sulla città: la più perfida delle menti criminali ha ordito un piano di morte.
Lo chiamano il Maestro e insegna l'arte della guerra. Per fer-marlo, la Lopez scivolerà in una spirale di ricatti, tradimenti e vendette.",,,,,,,,,,,361,,,,,,,,,,,,,,0,0.000000,Sez. 1 Scaf. 7 Fila Post.,Unread,,0,,,,,,,,0,,,,,2024/10/31 15:32:22.255213022,,,,,,,,,Personale,0,0,0,,https://s3.amazonaws.com/kimicoapps-bookbuddy/81C5F57C-A343-4CBF-9BFE-0D4DC42D7CE1,
